Rank,ID,Category,Skills_Total,Skills_Matched,Skills_Missing,Match_Score,Matched_Skills,Missing_Skills,Category_Level,Weighted_Score,TFIDF_Score,Combined_Score
1649,18319061,Poor Match,5,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,20.3,8.8
1650,50432401,Poor Match,4,1,25,3.8,['payroll'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,7.5,4.9
1651,22848179,Poor Match,4,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,5.1,4.2
1652,37220856,Poor Match,5,1,25,3.8,['word'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,2.6,3.4
1653,21867728,Poor Match,5,1,25,3.8,['recruitment'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,8.5,5.2
1654,37472265,Poor Match,5,1,25,3.8,['word'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,1.5,3.1
1655,19671909,Poor Match,8,1,25,3.8,['employee relations'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,7.3,4.8
1656,53227466,Poor Match,2,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,6.0,4.5
1657,26079779,Poor Match,3,1,25,3.8,['excel'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'conflict resolution']",Poor Match (Reject),3.8,2.5,3.4
1658,34465087,Poor Match,5,1,25,3.8,['conflict resolution'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel']",Poor Match (Reject),3.8,2.4,3.4
1659,14849103,Poor Match,4,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,8.2,5.1
1660,10100240,Poor Match,4,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,3.0,3.6
1661,22894544,Poor Match,1,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,3.4,3.7
1662,83338413,Poor Match,4,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,5.2,4.2
1663,96761538,Poor Match,1,1,25,3.8,['word'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,7.5,4.9
1664,14515954,Poor Match,6,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,8.9,5.3
1665,13675377,Poor Match,4,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,3.9,3.8
1666,23004695,Poor Match,6,1,25,3.8,['payroll'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,7.9,5.0
1667,21366189,Poor Match,5,1,25,3.8,['excel'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'conflict resolution']",Poor Match (Reject),3.8,12.5,6.4
1668,71888547,Poor Match,2,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,7.0,4.8
1669,29770086,Poor Match,4,1,25,3.8,['dental'],"['performance management', 'benefits', 'ada', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,8.7,5.3
1670,20176584,Poor Match,4,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,7.5,4.9
1671,39027764,Poor Match,4,1,25,3.8,['conflict resolution'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel']",Poor Match (Reject),3.8,2.6,3.4
1672,35571205,Poor Match,5,1,25,3.8,['onboarding'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,7.9,5.0
1673,27219200,Poor Match,3,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,14.5,7.0
1674,96547039,Poor Match,5,1,25,3.8,['conflict resolution'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel']",Poor Match (Reject),3.8,18.2,8.1
1675,15281412,Poor Match,5,1,25,3.8,['excel'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'conflict resolution']",Poor Match (Reject),3.8,3.6,3.7
1676,31169070,Poor Match,6,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,25.1,10.2
1677,24708621,Poor Match,5,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,7.7,5.0
1678,27903191,Poor Match,5,1,25,3.8,['payroll'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,6.2,4.5
1679,24905947,Poor Match,5,1,25,3.8,['orientation'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,3.9,3.8
1680,18029935,Poor Match,3,1,25,3.8,['orientation'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,12.2,6.3
1681,14150896,Poor Match,4,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,2.3,3.4
1682,27164756,Poor Match,6,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,2.8,3.5
1683,19195747,Poor Match,2,1,25,3.8,['dental'],"['performance management', 'benefits', 'ada', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,8.4,5.2
1684,24655918,Poor Match,5,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,5.2,4.2
1685,62312955,Poor Match,3,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,5.2,4.2
1686,27213082,Poor Match,2,1,25,3.8,['conflict resolution'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel']",Poor Match (Reject),3.8,5.0,4.2
1687,19402977,Poor Match,2,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,8.0,5.1
